id_bgl,Unnamed: 0,basin_level,start_year,t_score,p_t,u_score,p_u,baseline_median,delta,u_sign
1110110_818,0,7,2017,,,50.0,1.0,0.0,0.0,-99
1110120_818,1,7,2017,,,50.0,1.0,0.0,0.0,-99
1110130_818,2,7,2017,,,50.0,1.0,0.0,0.0,-99
1110140_818,3,7,2017,,,50.0,1.0,0.0,0.0,-99
1110151_818,4,7,2017,,,50.0,1.0,0.0,0.0,-99
1110152_818,5,7,2017,,,50.0,1.0,0.0,0.0,-99
1110153_818,6,7,2017,,,50.0,1.0,0.0,0.0,-99
1110154_818,7,7,2017,,,50.0,1.0,0.0,0.0,-99
1110155_818,8,7,2017,,,50.0,1.0,0.0,0.0,-99
1110156_818,9,7,2017,,,50.0,1.0,0.0,0.0,-99
1110157_818,10,7,2017,,,50.0,1.0,0.0,0.0,-99
1110158_818,11,7,2017,,,50.0,1.0,0.0,0.0,-99
1110159_818,12,7,2017,,,50.0,1.0,0.0,0.0,-99
1110160_818,13,7,2017,,,50.0,1.0,0.0,0.0,-99
1110170_818,14,7,2017,,,50.0,1.0,0.0,0.0,-99
1110180_818,15,7,2017,,,50.0,1.0,0.0,0.0,-99
1110190_818,16,7,2017,,,50.0,1.0,0.0,0.0,-99
1110201_729,17,7,2017,,,50.0,1.0,0.0,0.0,-99
1110201_818,18,7,2017,,,50.0,1.0,0.0,0.0,-99
1110202_729,19,7,2017,,,50.0,1.0,0.0,0.0,-99
1110202_818,20,7,2017,,,50.0,1.0,0.0,0.0,-99
1110203_818,21,7,2017,,,50.0,1.0,0.0,0.0,-99
1110204_818,22,7,2017,,,50.0,1.0,0.0,0.0,-99
1110205_818,23,7,2017,,,50.0,1.0,0.0,0.0,-99
1110206_729,24,7,2017,,,50.0,1.0,0.0,0.0,-99
1110206_818,25,7,2017,,,50.0,1.0,0.0,0.0,-99
1110207_818,26,7,2017,,,50.0,1.0,0.0,0.0,-99
1110208_818,27,7,2017,,,50.0,1.0,0.0,0.0,-99
1110209_729,28,7,2017,,,50.0,1.0,0.0,0.0,-99
1110209_818,29,7,2017,,,50.0,1.0,0.0,0.0,-99
1110300_729,30,7,2017,,,50.0,1.0,0.0,0.0,-99
1110300_818,31,7,2017,,,50.0,1.0,0.0,0.0,-99
1110411_729,32,7,2017,,,50.0,1.0,0.0,0.0,-99
1110412_729,33,7,2017,,,50.0,1.0,0.0,0.0,-99
1110413_729,34,7,2017,,,50.0,1.0,0.0,0.0,-99
1110414_729,35,7,2017,,,50.0,1.0,0.0,0.0,-99
1110415_729,36,7,2017,,,50.0,1.0,0.0,0.0,-99
1110416_729,37,7,2017,,,50.0,1.0,0.0,0.0,-99
1110417_729,38,7,2017,,,50.0,1.0,0.0,0.0,-99
1110418_729,39,7,2017,,,50.0,1.0,0.0,0.0,-99
1110419_729,40,7,2017,,,50.0,1.0,0.0,0.0,-99
1110420_729,41,7,2017,,,50.0,1.0,0.0,0.0,-99
1110430_729,42,7,2017,,,50.0,1.0,0.0,0.0,-99
1110440_729,43,7,2017,,,50.0,1.0,0.0,0.0,-99
1110450_729,44,7,2017,,,50.0,1.0,0.0,0.0,-99
1110460_729,45,7,2017,,,50.0,1.0,0.0,0.0,-99
1110470_729,46,7,2017,,,50.0,1.0,0.0,0.0,-99
1110480_729,47,7,2017,,,50.0,1.0,0.0,0.0,-99
1110490_729,48,7,2017,,,50.0,1.0,0.0,0.0,-99
1110501_729,49,7,2017,,,50.0,1.0,0.0,0.0,-99
1110502_729,50,7,2017,,,50.0,1.0,0.0,0.0,-99
1110503_729,51,7,2017,,,50.0,1.0,0.0,0.0,-99
1110504_729,52,7,2017,,,50.0,1.0,0.0,0.0,-99
1110505_729,53,7,2017,,,50.0,1.0,0.0,0.0,-99
1110506_729,54,7,2017,,,50.0,1.0,0.0,0.0,-99
1110507_729,55,7,2017,,,50.0,1.0,0.0,0.0,-99
1110508_729,56,7,2017,,,50.0,1.0,0.0,0.0,-99
1110509_729,57,7,2017,,,50.0,1.0,0.0,0.0,-99
1110600_729,58,7,2017,,,50.0,1.0,0.0,0.0,-99
1110701_729,59,7,2017,,,50.0,1.0,0.0,0.0,-99
1110702_729,60,7,2017,,,50.0,1.0,0.0,0.0,-99
1110703_729,61,7,2017,,,50.0,1.0,0.0,0.0,-99
1110704_729,62,7,2017,,,50.0,1.0,0.0,0.0,-99
1110705_729,63,7,2017,,,50.0,1.0,0.0,0.0,-99
1110706_729,64,7,2017,,,50.0,1.0,0.0,0.0,-99
1110707_729,65,7,2017,,,50.0,1.0,0.0,0.0,-99
1110708_729,66,7,2017,,,50.0,1.0,0.0,0.0,-99
1110709_729,67,7,2017,,,50.0,1.0,0.0,0.0,-99
1110810_232,68,7,2017,,,50.0,1.0,0.0,0.0,-99
1110810_729,69,7,2017,,,50.0,1.0,0.0,0.0,-99
1110821_729,70,7,2017,,,50.0,1.0,0.0,0.0,-99
1110822_232,71,7,2017,,,50.0,1.0,0.0,0.0,-99
1110822_729,72,7,2017,,,50.0,1.0,0.0,0.0,-99
1110823_729,73,7,2017,,,50.0,1.0,0.0,0.0,-99
1110824_729,74,7,2017,,,50.0,1.0,0.0,0.0,-99
1110825_729,75,7,2017,,,50.0,1.0,0.0,0.0,-99
1110826_232,76,7,2017,,,50.0,1.0,0.0,0.0,-99
1110826_729,77,7,2017,,,50.0,1.0,0.0,0.0,-99
1110827_729,78,7,2017,,,50.0,1.0,0.0,0.0,-99
1110828_729,79,7,2017,,,50.0,1.0,0.0,0.0,-99
1110829_729,80,7,2017,,,50.0,1.0,0.0,0.0,-99
1110830_232,81,7,2017,,,50.0,1.0,0.0,0.0,-99
1110830_729,82,7,2017,,,50.0,1.0,0.0,0.0,-99
1110841_232,83,7,2017,,,50.0,1.0,0.0,0.0,-99
1110842_232,84,7,2017,,,50.0,1.0,0.0,0.0,-99
1110842_729,85,7,2017,,,50.0,1.0,0.0,0.0,-99
1110843_232,86,7,2017,,,50.0,1.0,0.0,0.0,-99
1110844_232,87,7,2017,,,50.0,1.0,0.0,0.0,-99
1110845_232,88,7,2017,,,50.0,1.0,0.0,0.0,-99
1110846_232,89,7,2017,,,50.0,1.0,0.0,0.0,-99
1110847_232,90,7,2017,,,50.0,1.0,0.0,0.0,-99
1110848_232,91,7,2017,,,50.0,1.0,0.0,0.0,-99
1110849_232,92,7,2017,,,50.0,1.0,0.0,0.0,-99
1110850_232,93,7,2017,,,50.0,1.0,0.0,0.0,-99
1110850_729,94,7,2017,,,50.0,1.0,0.0,0.0,-99
1110860_232,95,7,2017,,,50.0,1.0,0.0,0.0,-99
1110871_232,96,7,2017,8.612458760302417,2.457701881357202e-08,89.5,0.0042500777316508,0.0,324106734.32575995,-99
1110872_232,97,7,2017,,,50.0,1.0,0.0,0.0,-99
1110873_232,98,7,2017,,,50.0,1.0,0.0,0.0,-99
1110874_232,99,7,2017,,,50.0,1.0,0.0,0.0,-99
1110875_232,100,7,2017,,,50.0,1.0,0.0,0.0,-99
1110876_232,101,7,2017,,,50.0,1.0,0.0,0.0,-99
1110877_232,102,7,2017,,,50.0,1.0,0.0,0.0,-99
1110878_232,103,7,2017,,,50.0,1.0,0.0,0.0,-99
1110879_232,104,7,2017,,,50.0,1.0,0.0,0.0,-99
1110880_232,105,7,2017,,,50.0,1.0,0.0,0.0,-99
1110890_232,106,7,2017,1.4534598098860754,0.1948323041599271,69.5,0.1956533452679775,0.4652998409583235,5.565664447706158,1
1110900_232,107,7,2017,,,50.0,1.0,0.0,0.0,-99
1110910_729,108,7,2017,,,50.0,1.0,0.0,0.0,-99
1110920_729,109,7,2017,,,50.0,1.0,0.0,0.0,-99
1110931_729,110,7,2017,,,50.0,1.0,0.0,0.0,-99
1110932_232,111,7,2017,,,50.0,1.0,0.0,0.0,-99
1110932_729,112,7,2017,,,50.0,1.0,0.0,0.0,-99
1110933_232,113,7,2017,,,50.0,1.0,0.0,0.0,-99
1110933_729,114,7,2017,,,50.0,1.0,0.0,0.0,-99
1110934_232,115,7,2017,,,50.0,1.0,0.0,0.0,-99
1110934_729,116,7,2017,,,50.0,1.0,0.0,0.0,-99
1110935_232,117,7,2017,,,50.0,1.0,0.0,0.0,-99
1110936_232,118,7,2017,,,50.0,1.0,0.0,0.0,-99
1110937_232,119,7,2017,,,50.0,1.0,0.0,0.0,-99
1110938_232,120,7,2017,,,50.0,1.0,0.0,0.0,-99
1110939_232,121,7,2017,,,50.0,1.0,0.0,0.0,-99
1110940_232,122,7,2017,,,50.0,1.0,0.0,0.0,-99
1110950_232,123,7,2017,,,50.0,1.0,0.0,0.0,-99
1110960_232,124,7,2017,,,50.0,1.0,0.0,0.0,-99
1110970_232,125,7,2017,,,50.0,1.0,0.0,0.0,-99
1110980_232,126,7,2017,,,50.0,1.0,0.0,0.0,-99
1110990_232,127,7,2017,,,50.0,1.0,0.0,0.0,-99
1120110_706,128,7,2017,,,50.0,1.0,0.0,0.0,-99
1120121_706,129,7,2017,,,50.0,1.0,0.0,0.0,-99
1120122_706,130,7,2017,,,50.0,1.0,0.0,0.0,-99
1120123_706,131,7,2017,,,50.0,1.0,0.0,0.0,-99
1120124_706,132,7,2017,,,50.0,1.0,0.0,0.0,-99
1120125_231,133,7,2017,,,50.0,1.0,0.0,0.0,-99
1120125_706,134,7,2017,,,50.0,1.0,0.0,0.0,-99
1120126_231,135,7,2017,,,50.0,1.0,0.0,0.0,-99
1120126_706,136,7,2017,,,50.0,1.0,0.0,0.0,-99
1120127_231,137,7,2017,,,50.0,1.0,0.0,0.0,-99
1120127_706,138,7,2017,,,50.0,1.0,0.0,0.0,-99
1120128_231,139,7,2017,,,50.0,1.0,0.0,0.0,-99
1120128_706,140,7,2017,,,50.0,1.0,0.0,0.0,-99
1120129_231,141,7,2017,,,50.0,1.0,0.0,0.0,-99
1120129_706,142,7,2017,,,50.0,1.0,0.0,0.0,-99
1120131_706,143,7,2017,,,50.0,1.0,0.0,0.0,-99
1120132_706,144,7,2017,,,50.0,1.0,0.0,0.0,-99
1120133_706,145,7,2017,,,50.0,1.0,0.0,0.0,-99
1120134_231,146,7,2017,,,50.0,1.0,0.0,0.0,-99
1120134_706,147,7,2017,,,50.0,1.0,0.0,0.0,-99
1120135_706,148,7,2017,,,50.0,1.0,0.0,0.0,-99
1120136_706,149,7,2017,,,50.0,1.0,0.0,0.0,-99
1120137_706,150,7,2017,,,50.0,1.0,0.0,0.0,-99
1120138_706,151,7,2017,,,50.0,1.0,0.0,0.0,-99
1120139_706,152,7,2017,,,50.0,1.0,0.0,0.0,-99
1120141_706,153,7,2017,,,50.0,1.0,0.0,0.0,-99
1120142_706,154,7,2017,,,50.0,1.0,0.0,0.0,-99
1120143_706,155,7,2017,,,50.0,1.0,0.0,0.0,-99
1120144_706,156,7,2017,,,50.0,1.0,0.0,0.0,-99
1120145_706,157,7,2017,,,50.0,1.0,0.0,0.0,-99
1120146_231,158,7,2017,,,50.0,1.0,0.0,0.0,-99
1120146_706,159,7,2017,,,50.0,1.0,0.0,0.0,-99
1120147_706,160,7,2017,,,50.0,1.0,0.0,0.0,-99
1120148_706,161,7,2017,,,50.0,1.0,0.0,0.0,-99
1120149_231,162,7,2017,,,50.0,1.0,0.0,0.0,-99
1120149_706,163,7,2017,,,50.0,1.0,0.0,0.0,-99
1120150_706,164,7,2017,,,50.0,1.0,0.0,0.0,-99
1120161_231,165,7,2017,,,50.0,1.0,0.0,0.0,-99
1120161_706,166,7,2017,,,50.0,1.0,0.0,0.0,-99
1120162_231,167,7,2017,,,50.0,1.0,0.0,0.0,-99
1120163_231,168,7,2017,,,50.0,1.0,0.0,0.0,-99
1120164_231,169,7,2017,,,50.0,1.0,0.0,0.0,-99
1120165_231,170,7,2017,,,50.0,1.0,0.0,0.0,-99
1120166_231,171,7,2017,,,50.0,1.0,0.0,0.0,-99
1120167_231,172,7,2017,,,50.0,1.0,0.0,0.0,-99
1120168_231,173,7,2017,,,50.0,1.0,0.0,0.0,-99
1120169_231,174,7,2017,,,50.0,1.0,0.0,0.0,-99
1120171_706,175,7,2017,,,50.0,1.0,0.0,0.0,-99
1120172_231,176,7,2017,,,50.0,1.0,0.0,0.0,-99
1120172_706,177,7,2017,,,50.0,1.0,0.0,0.0,-99
1120173_706,178,7,2017,,,50.0,1.0,0.0,0.0,-99
1120174_231,179,7,2017,,,50.0,1.0,0.0,0.0,-99
1120174_706,180,7,2017,,,50.0,1.0,0.0,0.0,-99
